cmf,constant,shard,n_trajectories,relative_nugget,nugget,sill,initial_slope,median_delta_seq_TV,n_TV
pFq_3_2_1__0_0_0_0_0,zeta-2,"1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1",51,0.07707857148999746,0.0023435061465245416,0.03040412012343353,0.16363241910154666,nan,0
